Topic_ID,Book_Number,Book_Title,Module_ID,Module_Title,Topic_Number,Chapter_Title_HR,Target_Grades,Cycle_Context,Learning_Outcome_Draft,Offline_Activity,Observable_Success_Check,Supervision_Tier,Safety_Boundary,Expert_Review_Required,Theme_Tags,Curriculum_Status,Curriculum_Map_IDs,Core_Pages,Lesson_Minutes_Planning_Assumption,Lower_Readiness_Adaptation,Higher_Readiness_Extension,Companion_Asset_IDs,Digital_Optional,Evidence_And_Update_Notes,Source_IDs,Source_URLs,Authoring_Status
B3-043,3,Spremni za samostalan život,B3-M08,Digitalna samostalnost,43,Digitalni identitet i oporavak pristupa,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Design an account-security and recovery plan,Complete a mock MFA/recovery checklist using fictional accounts,"Separates secrets, recovery channels and trusted support",L - low-risk paper/ordinary activity,"No sharing credentials, ID scans or real recovery codes",Cybersecurity professional,IKT;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-034,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-043-W01;B3-043-C01;B3-043-TG;B3-043-PG;B3-M08-MISSION,B3-043-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B3-044,3,Spremni za samostalan život,B3-M08,Digitalna samostalnost,44,"Online kupnja, lažni poslovi i novčane mule",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Recognise marketplace/job fraud and money-transfer recruitment,Evaluate fictional offers and choose independent verification,Flags forwarding money or identity demands and identifies reporting help,L - low-risk paper/ordinary activity,"No test payments, scammer contact, illegal transfer exercises or live links",Cybersecurity and consumer-law reviewers,IKT;POD;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-007,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-044-W01;B3-044-C01;B3-044-TG;B3-044-PG;B3-M08-MISSION,B3-044-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S01;S06;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B3-045,3,Spremni za samostalan život,B3-M08,Digitalna samostalnost,45,AI u učenju i poslu: provjeri i navedi,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Use AI critically while protecting confidentiality and authorship,Audit a printed mock AI work product against reliable references,"Finds unsupported claims, removes private data and discloses allowed assistance",L - low-risk paper/ordinary activity,"No confidential documents, automated high-stakes decisions or live accounts required",AI and intellectual-property reviewers,IKT;UKU;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-025;CM-032;CM-033;CM-034,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-045-W01;B3-045-C01;B3-045-TG;B3-045-PG;B3-M08-MISSION,B3-045-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S06;S13;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://www.carnet.hr/carnet-ov-projekt-brain-od-ove-skolske-godine-kurikuli-o-umjetnoj-inteligenciji-dostupni-od-5-razreda-osnovne-do-kraja-srednje-skole/ | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B3-046,3,Spremni za samostalan život,B3-M08,Digitalna samostalnost,46,Tablica koja mi štedi vrijeme,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Use basic spreadsheet logic to organise a practical budget,Calculate a fictional budget on paper then optional approved spreadsheet,"Checks totals, units and one changed-input scenario",L - low-risk paper/ordinary activity,No personal financial data or mandatory proprietary subscription,ICT and mathematics teachers,IKT;POD;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-024,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-046-W01;B3-046-C01;B3-046-TG;B3-046-PG;B3-M08-MISSION,B3-046-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S01;S03;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B3-047,3,Spremni za samostalan život,B3-M08,Digitalna samostalnost,47,"Brojke, vijesti i uvjerljive tvrdnje",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Check denominators, dates, sources and uncertainty",Compare two fictional charts and a neutral news-style claim,Explains a misleading scale and what evidence is missing,L - low-risk paper/ordinary activity,No party scoring or selected political conclusion; evaluate reasoning only,Statistics and media-literacy educators,IKT;UKU;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-023;CM-025;CM-033,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-047-W01;B3-047-C01;B3-047-TG;B3-047-PG;B3-M08-MISSION,B3-047-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S03;S06;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B3-048,3,Spremni za samostalan život,B3-M08,Digitalna samostalnost,48,Izgubljen mobitel ili račun: moj plan oporavka,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Plan safe account containment, backup and reporting",Arrange a fictional stolen-device response flow,Protects personal safety and identifies trusted recovery channels,L - low-risk paper/ordinary activity,"No confrontation, tracking a suspected thief or real remote-wipe practice",Cybersecurity reviewer,IKT;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-034,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-048-W01;B3-048-C01;B3-048-TG;B3-048-PG;B3-M08-MISSION,B3-048-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S07;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B3-049,3,Spremni za samostalan život,B3-M09,"Prava, obveze i zajednica",49,"Dokumenti, OIB i digitalne javne usluge",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Identify document purposes, expiry checks and official service channels",Build a fictional document checklist with redacted mock identifiers,Distinguishes official access from a phishing request,L - low-risk paper/ordinary activity,"No real OIB, identity documents, e-Građani login or services requiring adult status",Administrative-law and privacy reviewers,GOO;IKT;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-023;CM-032,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-049-W01;B3-049-C01;B3-049-TG;B3-049-PG;B3-M09-MISSION,B3-049-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S04;S03;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B3-050,3,Spremni za samostalan život,B3-M09,"Prava, obveze i zajednica",50,Kome se obraćam i što trebam pripremiti?,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Navigate a practical public-service enquiry,Match fictional issues to official sources and draft questions,Finds the responsible body and separates known facts from assumptions,L - low-risk paper/ordinary activity,No promise of entitlement or legal advice; update services before release,Civic-education and administrative reviewers,GOO;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-023;CM-032,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-050-W01;B3-050-C01;B3-050-TG;B3-050-PG;B3-M09-MISSION,B3-050-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-051,3,Spremni za samostalan život,B3-M09,"Prava, obveze i zajednica",51,"Kupnja, povrat i osiguranje",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Read consumer terms and recognise different protection routes,"Compare fictional in-store, online and insurance scenarios","Identifies applicable questions, evidence and need for current rights guidance",L - low-risk paper/ordinary activity,No blanket return-right claims; Croatian/EU consumer-law review required,Consumer-law specialist,GOO;POD,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-051-W01;B3-051-C01;B3-051-TG;B3-051-PG;B3-M09-MISSION,B3-051-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S01,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html,PLANNED - not drafted or professionally validated
B3-052,3,Spremni za samostalan život,B3-M09,"Prava, obveze i zajednica",52,Izbori i javne odluke: kako provjeriti postupak,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Understand eligibility, voting mechanics and official information sources",Use a fictional nonpartisan procedure checklist and equal source-checking questions,Explains procedure and uncertainty without endorsing a political choice,L - low-risk paper/ordinary activity,"No party/candidate ratings, predicted winners, profiling or grading beliefs; legal age verified",Civic-education teacher and legal reviewer,GOO;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-025,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-052-W01;B3-052-C01;B3-052-TG;B3-052-PG;B3-M09-MISSION,B3-052-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-053,3,Spremni za samostalan život,B3-M09,"Prava, obveze i zajednica",53,"Resursi, energija i moj izbor",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Compare practical household and transport options using transparent assumptions,"Evaluate fictional cost, energy and access data for three options","States units, uncertainties and personal constraints without a universal winner",L - low-risk paper/ordinary activity,No live utility work or unsupported environmental claims,Science and environmental reviewers,ODR;POD;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-039;CM-040,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-053-W01;B3-053-C01;B3-053-TG;B3-053-PG;B3-M09-MISSION,B3-053-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S05;S01;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-054,3,Spremni za samostalan život,B3-M09,"Prava, obveze i zajednica",54,"Putovanje: dokumenti, osiguranje i pomoć",SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,Prepare a destination-specific document and emergency-information checklist,Plan a fictional trip using dated official information,"Flags expiry, entry rules, insurance scope and consular help questions",L - low-risk paper/ordinary activity,No actual travel booking or assumption that citizenship/residency is identical for all,Travel-administration reviewer,GOO;ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-023,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-054-W01;B3-054-C01;B3-054-TG;B3-054-PG;B3-M09-MISSION,B3-054-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S07;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-055,3,Spremni za samostalan život,B3-M10,Spremni za samostalan život,55,Planiram put od vrata do vrata,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Combine route, time, accessibility, budget and contingency",Build a fictional overnight-trip plan with a missed connection,Finds a feasible fallback and recalculates the budget,L - low-risk paper/ordinary activity,No independent travel permission or disclosure of real routes,Transport educator,POD;UKU;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-024,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-055-W01;B3-055-C01;B3-055-TG;B3-055-PG;B3-M10-MISSION,B3-055-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S03;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B3-056,3,Spremni za samostalan život,B3-M10,Spremni za samostalan život,56,Moj prvi stan: mogu li ga stvarno priuštiti?,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Combine recurring costs, deposits and one-off setup expenses",Create a fictional first-home cash plan with three income scenarios,Separates upfront cash from monthly affordability and tests a shock,L - low-risk paper/ordinary activity,"No household-income disclosure, loan recommendation or legal commitment",Financial-literacy educator,POD;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-056-W01;B3-056-C01;B3-056-TG;B3-056-PG;B3-M10-MISSION,B3-056-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-057,3,Spremni za samostalan život,B3-M10,Spremni za samostalan život,57,Popraviti samostalno ili angažirati stručnjaka?,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Compare safe DIY scope, quotations and professional qualifications",Review fictional repair quotes and hazard scenarios,Selects professional help for regulated/hazardous work and explains total cost,L - low-risk paper/ordinary activity,"No mains, gas, structural, roof or safety-system repair instructions",Trade professional and consumer reviewer,ODR;POD;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-040,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-057-W01;B3-057-C01;B3-057-TG;B3-057-PG;B3-M10-MISSION,B3-057-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S05;S01;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B3-058,3,Spremni za samostalan život,B3-M10,Spremni za samostalan život,58,Projekt od dogovora do završetka,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Coordinate scope, roles, schedule, evidence and a review",Run a school-approved paper or low-risk team project,"Tracks a change, resolves a resource conflict and documents outcome",A - responsible adult actively supervises practical activity,Permission and risk assessment before any real activity; no unpaid commercial work,Project educator,POD;OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-008;CM-024;CM-026,2,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-058-W01;B3-058-C01;B3-058-TG;B3-058-PG;B3-M10-MISSION,B3-058-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B3-059,3,Spremni za samostalan život,B3-M10,Spremni za samostalan život,59,Kad upute nisu jasne,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Recognise uncertainty, verify authoritative instructions and stop unsafe work",Compare conflicting fictional instructions for a low-risk task,Identifies missing information and seeks an appropriate source,L - low-risk paper/ordinary activity,"Never reward improvisation in health, vehicles, electrics or legal commitments",Safety and learning-science editors,UKU;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-024,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-059-W01;B3-059-C01;B3-059-TG;B3-059-PG;B3-M10-MISSION,B3-059-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B3-060,3,Spremni za samostalan život,B3-M10,Spremni za samostalan život,60,Trideset dana samostalnosti: završna misija,SŠ 1-4; also three-year pathways,Cycle 4: years 1-2 of four-year / year 1 of three-year; Cycle 5: years 3-4 of four-year / years 2-3 of three-year,"Integrate money, food, home, work, relationships and help-seeking",Run a fictional 30-day simulation with accessible paper event cards,"Produces a balanced plan, evidence of checks and safe responses to surprises",L - low-risk paper/ordinary activity,Simulation only; not a test of readiness to leave home or replace adult/professional support,Lead educator and multidisciplinary review panel,POD;OSR;UKU;ZDR;GOO,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-020;CM-024,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B3-060-W01;B3-060-C01;B3-060-TG;B3-060-PG;B3-M10-MISSION,B3-060-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S02;S03;S07;S06,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html,PLANNED - not drafted or professionally validated
