Topic_ID,Book_Number,Book_Title,Module_ID,Module_Title,Topic_Number,Chapter_Title_HR,Target_Grades,Cycle_Context,Learning_Outcome_Draft,Offline_Activity,Observable_Success_Check,Supervision_Tier,Safety_Boundary,Expert_Review_Required,Theme_Tags,Curriculum_Status,Curriculum_Map_IDs,Core_Pages,Lesson_Minutes_Planning_Assumption,Lower_Readiness_Adaptation,Higher_Readiness_Extension,Companion_Asset_IDs,Digital_Optional,Evidence_And_Update_Notes,Source_IDs,Source_URLs,Authoring_Status
B2-048,2,Mogu više!,B2-M08,Digitalne odluke,48,Digitalni trag i neugodan kontakt,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Protect privacy and respond to coercive online contact,Choose safe actions for a fictional account-sharing or threat scenario,"Stops contact, seeks trusted help and uses reviewed reporting routes",L - low-risk paper/ordinary activity,"Never collect, save or redistribute sexual images of minors; no victim blame",Safeguarding and cybersecurity reviewers,IKT;ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-030,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-048-W01;B2-048-C01;B2-048-TG;B2-048-PG;B2-M08-MISSION,B2-048-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S04;S07;S02;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-049,2,Mogu više!,B2-M09,Kretanje i održivost,49,Vozni red koji stvarno razumijem,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Read connections, ticket conditions and a fallback plan",Plan a fictional bus/train/ferry trip from printed timetables,Finds a feasible connection and a missed-service alternative,L - low-risk paper/ordinary activity,Real travel requires age-appropriate permission and current operator rules,Transport educator,UKU;POD;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-049-W01;B2-049-C01;B2-049-TG;B2-049-PG;B2-M09-MISSION,B2-049-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S01;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-050,2,Mogu više!,B2-M09,Kretanje i održivost,50,"Karta, orijentiri i plan bez signala",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Use a map and known safe meeting points,Trace a route on a fictional town map including a closed street,Explains an alternative and when to stop and seek help,L - low-risk paper/ordinary activity,No disclosure of home routes or independent remote navigation exercises,Geography teacher,UKU;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-050-W01;B2-050-C01;B2-050-TG;B2-050-PG;B2-M09-MISSION,B2-050-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B2-051,2,Mogu više!,B2-M09,Kretanje i održivost,51,Pregled bicikla prije polaska,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Identify visible bicycle faults and basic tyre-pressure information,Check a stationary training bicycle and supervised pump setup,Identifies a fault that requires a competent repairer,A - responsible adult actively supervises practical activity,"No brake disassembly, road test or pressurising beyond manufacturer guidance",Bicycle mechanic,ZDR;ODR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-051,2,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-051-W01;B2-051-C01;B2-051-TG;B2-051-PG;B2-M09-MISSION,B2-051-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S05,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html,PLANNED - not drafted or professionally validated
B2-052,2,Mogu više!,B2-M09,Kretanje i održivost,52,Izlet planiram prema vremenu i mogućnostima,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Plan an accessible outing with weather and fallback checks,Prepare a fictional short group outing plan,"Names stop conditions, adult contact and indoor alternative",L - low-risk paper/ordinary activity,No solo hiking or weather-risk challenges; no reliance on one device,Outdoor-safety educator,ZDR;UKU;ODR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-052-W01;B2-052-C01;B2-052-TG;B2-052-PG;B2-M09-MISSION,B2-052-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03;S05,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html,PLANNED - not drafted or professionally validated
B2-053,2,Mogu više!,B2-M09,Kretanje i održivost,53,"Popravak, ponovna uporaba ili e-otpad?",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Compare responsible end-of-life options,"Sort clean picture examples into repair, reuse or approved collection",Explains why damaged batteries and electronics need specialist handling,L - low-risk paper/ordinary activity,"No opening devices, lithium batteries or hazardous-waste handling",Environmental and electrical-safety reviewers,ODR;IKT,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-031;CM-037,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-053-W01;B2-053-C01;B2-053-TG;B2-053-PG;B2-M09-MISSION,B2-053-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S05;S04;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B2-054,2,Mogu više!,B2-M09,Kretanje i održivost,54,Koliko trošimo vode i energije?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Use fictional meter data to compare practical savings,Read a mock utility chart and choose a feasible change,Calculates a simple difference and explains a trade-off,L - low-risk paper/ordinary activity,"No real meter cabinets, electrics, mandatory bills or household-income disclosure",Science teacher,ODR;POD;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-036;CM-037,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-054-W01;B2-054-C01;B2-054-TG;B2-054-PG;B2-M09-MISSION,B2-054-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S05;S01;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B2-055,2,Mogu više!,B2-M10,Moj sljedeći korak,55,Koji je moj sljedeći obrazovni korak?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Compare school pathways against interests, support and verified requirements",Use fictional pupil profiles and current official pathway summaries,Names two viable options and one question for a counsellor,L - low-risk paper/ordinary activity,No ranking pupils or pathways by prestige; deadlines checked annually,School career counsellor,OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-055-W01;B2-055-C01;B2-055-TG;B2-055-PG;B2-M10-MISSION,B2-055-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B2-056,2,Mogu više!,B2-M10,Moj sljedeći korak,56,Što ljudi zapravo rade na poslu?,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Ask useful questions about work, skills and conditions",Interview a consenting school-approved adult or use a transcript,"Distinguishes tasks, skills and working conditions",A - responsible adult actively supervises practical activity,No unsupervised contact with strangers or unpaid job trials,Career counsellor,OSR;POD,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-056-W01;B2-056-C01;B2-056-TG;B2-056-PG;B2-M10-MISSION,B2-056-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S01,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html,PLANNED - not drafted or professionally validated
B2-057,2,Mogu više!,B2-M10,Moj sljedeći korak,57,"Pravo, odgovornost i javna usluga",OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,Find an appropriate institution for a practical need,"Match fictional issues with verified school, library and public-service routes",Explains where to ask and what information to prepare,L - low-risk paper/ordinary activity,"No disclosure of legal, migration or welfare status",Civic-education teacher,GOO;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-041,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-057-W01;B2-057-C01;B2-057-TG;B2-057-PG;B2-M10-MISSION,B2-057-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-058,2,Mogu više!,B2-M10,Moj sljedeći korak,58,Raspravljam koristeći dokaze,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Separate a claim, evidence and opinion in a civic discussion",Evaluate a neutral fictional community proposal using the same questions for all views,"Cites a source, notes uncertainty and treats others respectfully",L - low-risk paper/ordinary activity,"Never assess party preference, political agreement or family voting behaviour",Civic and media-literacy teachers,GOO;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-058-W01;B2-058-C01;B2-058-TG;B2-058-PG;B2-M10-MISSION,B2-058-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B2-059,2,Mogu više!,B2-M10,Moj sljedeći korak,59,Projekt za našu zajednicu,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Plan a small accessible project with roles, permission and budget",Design a fictional or school-approved improvement project,"Produces a permission plan, budget and review criteria",A - responsible adult actively supervises practical activity,"No sales, fundraising, donations or public posting without school/legal review",School project lead,GOO;POD;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-005;CM-018;CM-038;CM-042;CM-043,2,45-60; professional sessions separately scheduled,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-059-W01;B2-059-C01;B2-059-TG;B2-059-PG;B2-M10-MISSION,B2-059-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S01;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B2-060,2,Mogu više!,B2-M10,Moj sljedeći korak,60,Moj samostalniji dan: sve povezujem,OŠ 5-8,Cycle 2: grade 5; Cycle 3: grades 6-8,"Combine time, travel, food, money and help-seeking",Run a paper simulation of a day with two surprise events,Keeps the plan feasible and asks for help when boundaries are reached,L - low-risk paper/ordinary activity,"Not permission for unsupervised travel, cooking or spending",Subject teacher and safeguarding reviewer,UKU;POD;ZDR;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,4,20-30; extend to 45 with discussion,Worked fictional example; vocabulary support; smaller steps; adult-supported option,Compare alternatives; check a source; justify uncertainty and a safe stopping point,B2-060-W01;B2-060-C01;B2-060-TG;B2-060-PG;B2-M10-MISSION,B2-060-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S01;S07;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
