Topic_ID,Book_Number,Book_Title,Module_ID,Module_Title,Topic_Number,Chapter_Title_HR,Target_Grades,Cycle_Context,Learning_Outcome_Draft,Offline_Activity,Observable_Success_Check,Supervision_Tier,Safety_Boundary,Expert_Review_Required,Theme_Tags,Curriculum_Status,Curriculum_Map_IDs,Core_Pages,Lesson_Minutes_Planning_Assumption,Lower_Readiness_Adaptation,Higher_Readiness_Extension,Companion_Asset_IDs,Digital_Optional,Evidence_And_Update_Notes,Source_IDs,Source_URLs,Authoring_Status
B1-051,1,"Mali koraci, velike vještine",B1-M09,Snalažim se oko sebe,51,Spremam se za izlet,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Pack essential items for an adult-led short outing,Choose from picture equipment cards for a forecast,Selects essentials and checks with an adult,A - responsible adult actively supervises practical activity,No independent hiking or reliance on a phone alone,Outdoor-safety educator,OSR;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-051-W01;B1-051-C01;B1-051-TG;B1-051-PG;B1-M09-MISSION,B1-051-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B1-052,1,"Mali koraci, velike vještine",B1-M09,Snalažim se oko sebe,52,Otpad odlažem odgovorno,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Use local waste labels and avoid hazardous waste,Sort clean example packaging against a local pictogram sheet,Asks about unknown waste and avoids dangerous items,A - responsible adult actively supervises practical activity,"No actual batteries, sharp objects or contaminated waste",Environmental educator,ODR;ZDR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-052-W01;B1-052-C01;B1-052-TG;B1-052-PG;B1-M09-MISSION,B1-052-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S05;S07,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html,PLANNED - not drafted or professionally validated
B1-053,1,"Mali koraci, velike vještine",B1-M09,Snalažim se oko sebe,53,Brinem se o biljci,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Observe a plant and follow a simple care schedule,Care for a safe identified plant and record changes,Shows a record and adapts care with adult advice,A - responsible adult actively supervises practical activity,"Non-toxic plant; no fertilisers, foraging or obligatory tasting",Primary teacher,ODR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-035;CM-036,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-053-W01;B1-053-C01;B1-053-TG;B1-053-PG;B1-M09-MISSION,B1-053-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S05;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B1-054,1,"Mali koraci, velike vještine",B1-M09,Snalažim se oko sebe,54,Vrijeme se mijenja: mijenjam plan,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Use an adult-reviewed forecast to change an outing,"Compare sunshine, heat and storm picture forecasts",Chooses an indoor or postponed alternative when needed,L - low-risk paper/ordinary activity,Never test hazards outdoors; follow local warnings and adults,Outdoor-safety educator,ZDR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-035,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-054-W01;B1-054-C01;B1-054-TG;B1-054-PG;B1-M09-MISSION,B1-054-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S07;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B1-055,1,"Mali koraci, velike vještine",B1-M10,Učim i doprinosim,55,Kako znam je li nešto točno?,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Ask where information came from,Compare a storybook claim with a suitable reference page,Identifies which source answers the question and why,L - low-risk paper/ordinary activity,"Use low-stakes facts, not medical or political persuasion",School librarian,UKU;IKT,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-021,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-055-W01;B1-055-C01;B1-055-TG;B1-055-PG;B1-M10-MISSION,B1-055-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S04;S12;S27,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_150.html | https://narodne-novine.nn.hr/eli/sluzbeni/2026/22/257 | https://azop.hr/primjena-opce-uredbe-o-zastiti-podataka-u-skolskim-ustanovama/,PLANNED - not drafted or professionally validated
B1-056,1,"Mali koraci, velike vještine",B1-M10,Učim i doprinosim,56,Učim tako da isprobam i objasnim,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Use practice and teach-back for a small task,Learn a safe paper-folding task then explain it,Demonstrates the task and notices one uncertain step,L - low-risk paper/ordinary activity,No fixed learning-style labels or intelligence rankings,Primary teacher,UKU;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-021,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-056-W01;B1-056-C01;B1-056-TG;B1-056-PG;B1-M10-MISSION,B1-056-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-057,1,"Mali koraci, velike vještine",B1-M10,Učim i doprinosim,57,Provjeravam prije nego završim,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Use a short checking routine,Find a missing item in a fictional packing checklist,Corrects the omission and explains the check,L - low-risk paper/ordinary activity,"Praise strategy, not perfection or speed",Primary teacher,UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-022,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-057-W01;B1-057-C01;B1-057-TG;B1-057-PG;B1-M10-MISSION,B1-057-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B1-058,1,"Mali koraci, velike vještine",B1-M10,Učim i doprinosim,58,U timu svatko ima ulogu,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,Share a small project through explicit roles,Build a paper town in pairs with rotating jobs,Completes a role and acknowledges another contribution,L - low-risk paper/ordinary activity,Provide solo or supported participation option,Primary teacher,OSR;UKU,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-014,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-058-W01;B1-058-C01;B1-058-TG;B1-058-PG;B1-M10-MISSION,B1-058-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S02;S03,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_154.html,PLANNED - not drafted or professionally validated
B1-059,1,"Mali koraci, velike vještine",B1-M10,Učim i doprinosim,59,Moja prava i moja zajednica,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,"Identify a right, a responsibility and an appropriate helper","Match library, school and health-service cards to fictional needs",Names one right and who can help exercise it,L - low-risk paper/ordinary activity,No party or candidate preference; no disclosure of immigration or family status,Civic-education teacher,GOO;OSR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-041,2,20-30; extend to 45 with discussion,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-059-W01;B1-059-C01;B1-059-TG;B1-059-PG;B1-M10-MISSION,B1-059-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S06;S02,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_217.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html,PLANNED - not drafted or professionally validated
B1-060,1,"Mali koraci, velike vještine",B1-M10,Učim i doprinosim,60,Naš mali piknik: sve povezujem,OŠ 1-4,Cycle 1: grades 1-2; Cycle 2: grades 3-4 of this book,"Combine planning, money, food and cleanup",Plan a classroom pretend picnic with tokens and allergy-safe picture foods,"Explains budget, roles, hygiene and waste plan",A - responsible adult actively supervises practical activity,Real food or outings require separate adult approval and allergy checks,Primary teacher and food-safety reviewer,POD;ZDR;OSR;ODR,Proposed thematic fit; verified code anchors only where linked in 07; grade-specific pedagogy not yet approved,CM-014;CM-036,2,45-60; professional sessions separately scheduled,Co-read; picture choices; adult models; demonstrate by pointing or speaking,Explain a choice and adapt one variable,B1-060-W01;B1-060-C01;B1-060-TG;B1-060-PG;B1-M10-MISSION,B1-060-Q01: optional private self-check; print-equivalent provided,"Foundational curriculum sources below are not complete medical, legal or technical validation. Specialist must add exact dated operational references before manuscript approval.",S01;S07;S02;S05;S29,https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_157.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_10_212.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_153.html | https://narodne-novine.nn.hr/clanci/sluzbeni/2019_01_7_152.html | https://www.hah.hr/potrosacki-kutak/5-kljuceva-sigurnosti-hrane/,PLANNED - not drafted or professionally validated
